EGR,phi,P,Tin,T,u,CH4,H2,O2,CO,CO2,H2O
0.1,0.8,100000.00000000009,299.9999999999999,1979.794004864071,0.2481637897855965,3.530836794766438e-21,0.00029449559805786016,0.03854475003650636,0.0007452475532454981,0.08409955067549417,0.1526866644298757
0.1,0.8,500000.0000000005,299.9999999999999,1986.357007342856,0.12105948911139439,1.4695266897301399e-21,9.125378646905415e-05,0.03863974954524564,0.0002287029815802878,0.08467239964283282,0.15317698108143885
0.1,0.8500000000000001,100000.00000000003,299.99999999999994,2047.4913877009994,0.2805937085814291,4.079030232512441e-20,0.0006035234380288535,0.029136674205115624,0.0015941704656720803,0.08801603365970617,0.16062211859172837
0.1,0.8500000000000001,500000.0000000003,299.99999999999994,2060.762707107829,0.1422615088611994,1.7881328205808522e-20,0.00019301013498664718,0.02893953353934429,0.0005116500511928563,0.08917881251960132,0.1616210308758612
0.1,0.9000000000000001,100000.00000000006,300.00000000000006,2106.951591549628,0.30802078279625694,4.002112034441478e-19,0.0011608718417378998,0.02034471045762029,0.0031548517788510025,0.0911311986998844,0.16811923742785695
0.1,0.9000000000000001,500000.00000000023,300.00000000000006,2130.038574119438,0.1601525918495045,2.1398735010949816e-19,0.0003979370867424558,0.019565024035659895,0.0011039174571730878,0.09331742275557024,0.16977324914551858
0.1,0.9500000000000002,100000.00000000006,299.99999999999994,2154.3654337910366,0.3301701498057988,3.803116493912539e-18,0.0021786153193860238,0.012553437418884001,0.005962039065902232,0.09281533418219752,0.17516113224843963
0.1,0.9500000000000002,500000.00000000035,299.99999999999994,2192.0264283592546,0.17404207936793217,2.961713129511611e-18,0.0008389324500454404,0.010817915440879644,0.0023990384193967136,0.09662270431266508,0.17762988836678437
0.1,1.0000000000000002,100000.00000000001,300.00000000000017,2186.5449130036222,0.34502840303026966,3.3823148891793194e-17,0.0038967470941963745,0.0063035200152880685,0.010479142110712566,0.09265642733685313,0.1812711271818361
0.1,1.0000000000000002,500000.0000000002,300.00000000000017,2236.5716176727224,0.18246701230449242,7.10186189026168e-17,0.0019841089878915525,0.0036551210335829675,0.005680400717620731,0.09780436484467256,0.18460488328085067
0.1,1.0500000000000003,100000.00000000006,299.99999999999994,2194.901538828007,0.35195525898798347,3.203624603169645e-16,0.0068965259164741385,0.0023521120400987025,0.01756250325816671,0.0896627958580537,0.18587852481790249
0.1,1.0500000000000003,500000.00000000047,299.99999999999994,2235.1168943919897,0.18477743699350807,3.468556011837618e-15,0.005340044838140605,0.0005157690602812151,0.014226021593670077,0.09327440296774038,0.1889861538159902
0.1,1.1000000000000003,100000.00000000006,300.0,2178.881656924538,0.35063195761684945,2.77566219687818e-15,0.011601117544839697,0.0006453470131522281,0.02696758982832151,0.08401830666492445,0.18858181860182638
0.1,1.1000000000000003,500000.0000000004,300.0,2198.137035103933,0.1793366995512672,6.516135838111416e-14,0.010906728162243359,7.8923501847966e-05,0.025780558195956333,0.08533780534993632,0.19046707818109096
0.1,1.1500000000000004,100000.00000000004,300.0,2145.662412918772,0.33901954812168655,1.7512379224762054e-14,0.017788351229635836,0.00017038239438975174,0.03709714197219603,0.07741014419712346,0.18933235161261197
0.1,1.1500000000000004,500000.00000000023,300.0,2155.2317288723234,0.16385853263215042,4.777053318595739e-13,0.017396543188403554,1.7864281052495686e-05,0.03663086993497807,0.07805429747519155,0.19022212154230211
0.1,1.2000000000000004,100000.0000000001,299.99999999999994,2106.9677850477883,0.3158589898451524,7.723750584302722e-14,0.024860736891434056,5.241360719495139e-05,0.04663563881259308,0.07126534997927254,0.18864051746508168
0.1,1.2000000000000004,500000.00000000035,299.99999999999994,2111.9625956621976,0.13976569288626453,2.2738394426004037e-12,0.024738542410815335,4.921590303453903e-06,0.046551192894492534,0.07147503333220658,0.18927285274908134
